Rev	Rev. Start	Perigee	Perig.IJD	Exit.IJD	Entrance.IJD	Exit	Entrance
1434	2014-07-11	14:52:35	5305.6198	5305.7597	5308.5096	47827	37999
1433	2014-07-08	15:07:24	5302.6301	5302.7660	5305.5331	46913	34342
1432	2014-07-05	15:20:26	5299.6392	5299.7912	5302.5466	50803	33445
1431	2014-07-02	15:31:32	5296.6469	5296.7850	5299.5400	47465	37608
1430	2014-06-29	15:42:37	5293.6546	5293.7896	5296.5597	46673	34505
1429	2014-06-26	15:55:34	5290.6636	5290.8017	5293.5676	47517	34511
1428	2014-06-23	16:08:04	5287.6723	5287.8300	5290.5757	51906	34583
1427	2014-06-20	16:22:27	5284.6823	5284.8138	5287.5767	45797	36790
1426	2014-06-17	16:36:08	5281.6918	5281.8252	5284.5819	46236	38001
1425	2014-06-14	16:50:51	5278.7020	5278.8339	5281.6055	45924	34285
1424	2014-06-11	17:06:27	5275.7128	5275.8557	5278.6066	48601	36644
1423	2014-06-08	17:18:06	5272.7209	5272.8410	5275.6116	43054	38135
1422	2014-06-05	17:29:24	5269.7288	5269.8510	5272.6404	43628	32671
1421	2014-06-02	17:40:13	5266.7363	5266.8660	5269.6453	45415	33480
1420	2014-05-30	17:52:13	5263.7446	5263.8762	5266.6470	45903	35121
1419	2014-05-27	18:04:40	5260.7532	5260.8829	5263.6604	45346	33656
1418	2014-05-24	18:20:02	5257.7639	5257.9135	5260.6450	50236	40076
1417	2014-05-21	18:32:16	5254.7724	5254.9012	5257.6637	45250	37876
1416	2014-05-18	18:45:14	5251.7814	5251.9165	5254.6809	46696	35629
1415	2014-05-15	18:59:21	5248.7912	5248.9456	5251.6905	51297	35538
1414	2014-05-12	19:11:36	5245.7997	5245.9463	5248.6983	49523	36054
1413	2014-05-09	19:22:35	5242.8074	5242.9476	5245.7025	48149	37234
1412	2014-05-06	19:32:41	5239.8144	5239.9760	5242.7183	53127	35011
1411	2014-05-03	19:42:44	5236.8213	5236.9487	5239.7183	44921	36888
1410	2014-04-30	19:56:21	5233.8308	5233.9623	5236.7223	46052	37799
1409	2014-04-27	20:08:07	5230.8390	5231.0161	5233.7484	56521	33148
1408	2014-04-24	20:20:58	5227.8479	5228.0108	5230.7344	53430	39181
1407	2014-04-21	20:33:17	5224.8564	5225.0110	5227.7551	51433	36058
1406	2014-04-18	20:46:24	5221.8656	5222.0015	5224.7660	47064	35561
1405	2014-04-15	20:59:03	5218.8744	5219.0351	5221.7735	52977	36005
1404	2014-04-12	21:08:29	5215.8809	5216.0179	5218.7790	47545	36871
1403	2014-04-09	21:18:10	5212.8876	5213.0585	5215.8074	55369	30766
1402	2014-04-06	21:28:41	5209.8949	5210.0171	5212.8015	43909	34378
1401	2014-04-03	21:40:05	5206.9028	5207.0383	5209.8153	47178	32524
1400	2014-03-31	21:53:16	5203.9120	5204.0641	5206.8166	51160	34346
1399	2014-03-28	22:04:46	5200.9200	5201.0722	5203.8253	51128	34487
1398	2014-03-25	22:17:52	5197.9291	5198.0640	5200.8371	47103	33582
1397	2014-03-22	22:30:30	5194.9378	5195.0892	5197.8376	50956	35861
1396	2014-03-19	22:43:00	5191.9465	5192.0795	5194.8512	46716	34621
1395	2014-03-16	22:53:07	5188.9536	5189.1141	5191.8678	53258	32322
1394	2014-03-13	23:02:41	5185.9602	5186.1014	5188.8612	48758	36177
1393	2014-03-10	23:13:56	5182.9680	5183.1174	5185.8841	50743	31647
1392	2014-03-07	23:24:42	5179.9755	5180.1548	5182.8861	57488	33254
1391	2014-03-04	23:36:33	5176.9837	5177.1588	5179.8841	56453	35866
1390	2014-03-01	23:49:38	5173.9928	5174.1735	5176.9007	57758	33678
1389	2014-02-27	00:03:06	5171.0022	5171.1713	5173.9110	55172	33346
1388	2014-02-24	00:16:28	5168.0114	5168.1625	5170.9101	51099	36224
1387	2014-02-21	00:28:57	5165.0201	5165.1892	5167.9370	55280	31204
1386	2014-02-18	00:39:34	5162.0275	5162.2034	5164.9412	56845	32471
1385	2014-02-15	00:49:39	5159.0345	5159.2461	5161.9464	64406	33122
1384	2014-02-12	00:59:39	5156.0414	5156.2363	5158.9392	60858	37086
1383	2014-02-09	01:11:14	5153.0495	5153.2402	5155.9614	59975	32912
1382	2014-02-05	23:16:39	5149.9699	nan	5152.9781	nan	30352
1381	2014-02-03	01:37:42	5147.0678	5147.2471	nan	57454	nan
1380	2014-01-31	01:51:32	5144.0775	5144.2494	5146.9890	55843	32582
1379	2014-01-28	02:06:03	5141.0875	5141.2518	5143.9932	54231	34098
1378	2014-01-25	02:18:09	5138.0959	5138.2656	5141.0044	55324	33621
1377	2014-01-22	02:29:15	5135.1037	5135.2439	5138.0110	48604	34297
1376	2014-01-19	02:39:29	5132.1108	5132.3049	5135.0303	60763	30943
1375	2014-01-16	02:50:03	5129.1181	5129.3138	5132.0238	61117	34801
1374	2014-01-13	03:01:36	5126.1261	5126.3272	5129.0290	62201	35323
1373	2014-01-10	03:13:20	5123.1343	5123.3627	5126.0507	67621	31426
1372	2014-01-07	03:25:25	5120.1427	5120.3450	5123.1231	62354	14050
1371	2014-01-04	03:38:27	5117.1517	5117.3795	5120.0589	67570	33953
1370	2014-01-01	03:51:47	5114.1610	5114.3068	5117.0687	49925	33625
1369	2013-12-29	04:04:05	5111.1695	5111.3090	5114.0860	48427	31283
1368	2013-12-26	04:14:00	5108.1764	5108.3100	5111.0955	46941	31042
1367	2013-12-23	04:24:04	5105.1834	5105.3519	5108.1098	55237	29033
1366	2013-12-20	04:34:21	5102.1905	5102.3569	5105.1019	54754	33223
1365	2013-12-17	04:44:31	5099.1976	5099.3860	5102.1150	59433	31484
1364	2013-12-14	04:57:02	5096.2063	5096.3948	5099.1173	59505	32972
1363	2013-12-11	05:09:41	5093.2151	5093.3824	5096.1375	54918	29588
1362	2013-12-08	05:21:34	5090.2233	5090.3460	5093.1362	44295	32467
1361	2013-12-05	05:33:54	5087.2319	5087.3967	5090.1681	54386	25577
1360	2013-12-02	05:47:14	5084.2411	5084.4167	5087.1551	56725	31810
1359	2013-11-29	05:58:13	5081.2488	5081.4015	5084.1593	51653	33396
1358	2013-11-26	06:08:11	5078.2557	5078.4064	5081.1736	51265	31473
1357	2013-11-23	06:18:09	5075.2626	5075.4275	5078.1788	54549	31942
1356	2013-11-20	06:28:42	5072.2699	5072.4270	5075.1917	52630	30181
1355	2013-11-17	06:41:10	5069.2786	5069.4369	5072.1973	52889	30813
1354	2013-11-14	06:54:29	5066.2878	5066.4701	5069.2082	58352	30180
1353	2013-11-11	07:07:04	5063.2966	5063.4777	5066.2058	58140	33488
1352	2013-11-08	07:20:41	5060.3060	5060.4758	5063.2325	55621	28304
1351	2013-11-05	07:34:51	5057.3159	5057.4855	5060.2393	55718	29120
1350	2013-11-02	07:46:06	5054.3237	5054.5012	5057.2428	57446	30878
1349	2013-10-30	07:57:13	5051.3314	5051.4803	5054.2510	50979	30934
1348	2013-10-27	08:07:33	5048.3386	5048.4959	5051.2635	53007	29538
1347	2013-10-24	08:19:13	5045.3467	5045.5187	5048.2617	56301	32125
1346	2013-10-21	08:32:49	5042.3561	5042.5197	5045.2673	54476	32875
1345	2013-10-18	08:45:47	5039.3651	5039.5280	5042.2782	54249	32363
1344	2013-10-15	08:59:01	5036.3743	5036.5539	5039.2896	58051	31817
1343	2013-10-12	09:13:43	5033.3845	nan	5036.2995	nan	31634
1342	2013-10-09	09:28:06	5030.3945	5030.5748	5033.3072	58237	32272
1341	2013-10-06	09:40:24	5027.4031	5027.5861	5030.3343	59013	27299
1340	2013-10-03	09:51:46	5024.4110	5024.6020	5027.3182	60756	34503
1339	2013-09-30	10:01:50	5021.4179	5021.6512	5024.3380	69345	31153
1338	2013-09-27	10:14:18	5018.4266	5018.5776	5021.3440	51726	31485
1337	2013-09-24	10:28:37	5015.4365	5015.5728	5018.3503	48208	32138
1336	2013-09-21	10:42:12	5012.4460	5012.6221	5015.3669	57513	30089
1335	2013-09-18	10:56:18	5009.4558	5009.5978	5012.3725	49637	31278
1334	2013-09-15	11:11:21	5006.4662	5006.6232	5009.3862	53240	30160
1333	2013-09-12	11:26:16	5003.4766	5003.6060	5006.3884	46575	32559
1332	2013-09-09	11:39:56	5000.4861	5000.6300	5003.4073	50188	30023
1331	2013-09-06	11:51:27	4997.4941	4997.6438	5000.4129	51703	31210
1330	2013-09-03	12:02:07	4994.5015	4994.6487	4997.4190	50970	31715
1329	2013-08-31	12:14:44	4991.5102	4991.6425	4994.4295	47324	30960
1328	2013-08-28	12:28:54	4988.5201	4988.6591	4991.4471	49045	28220
1327	2013-08-25	12:42:57	4985.5298	4985.6614	4988.4509	47146	29957
1326	2013-08-22	12:57:05	4982.5397	4982.6830	4985.4569	50060	31144
1325	2013-08-19	13:12:11	4979.5501	4979.7067	4982.4673	53261	31041
1324	nan	nan	nan	nan	nan	nan	nan
1323	nan	nan	nan	nan	nan	nan	nan
1322	nan	nan	nan	nan	nan	nan	nan
1321	nan	nan	nan	nan	nan	nan	nan
1320	nan	nan	nan	nan	nan	nan	nan
1319	nan	nan	nan	nan	nan	nan	nan
1318	2013-07-29	14:47:21	4958.6162	4958.7713	nan	52928	nan
1317	2013-07-26	15:01:26	4955.6260	4955.7472	4958.5357	44475	33275
1316	2013-07-23	15:16:53	4952.6367	4952.7743	4955.5547	48630	30737
1315	2013-07-20	15:33:27	4949.6482	4949.7931	4952.5595	50377	32436
1314	2013-07-17	15:48:41	4946.6588	4946.7878	4949.5677	46579	33402
1313	2013-07-14	16:01:53	4943.6680	4943.7751	4946.5807	40932	32646
1312	2013-07-11	16:13:49	4940.6763	4940.8017	4943.5933	45705	31631
1311	2013-07-08	16:27:17	4937.6856	4937.8152	4940.6069	46756	30026
1310	2013-07-05	16:41:41	4934.6956	4934.8142	4937.6076	43912	32569
1309	2013-07-02	16:56:14	4931.7057	4931.8573	4934.6200	51943	31837
1308	2013-06-29	17:11:55	4928.7166	4928.8296	4931.6201	42479	34903
1307	2013-06-26	17:26:23	4925.7267	4925.8762	4928.6358	51523	33379
1306	2013-06-23	17:42:22	4922.7378	4922.8810	4925.6411	49970	34882
1305	2013-06-20	17:57:52	4919.7485	4919.8648	4922.6577	43293	33300
1304	2013-06-17	18:10:22	4916.7572	4916.8874	4919.6839	46939	28637
1303	2013-06-14	18:22:36	4913.7657	4913.8980	4916.6823	47520	31728
1302	2013-06-11	18:35:24	4910.7746	4910.8973	4913.6876	45076	32644
1301	2013-06-08	18:48:52	4907.7839	4907.9207	4910.6999	48455	31627
1300	2013-06-05	19:03:22	4904.7940	4904.9321	4907.7028	48757	33653
1299	2013-06-02	17:04:56	4901.7118	nan	4904.7116	nan	34069
1298	2013-05-30	19:32:55	4898.8145	4898.9695	nan	53014	nan
1297	2013-05-27	19:47:26	4895.8246	4895.9589	4898.7248	47880	36055
1296	2013-05-24	20:02:59	4892.8354	4892.9504	4895.7376	43133	35430
1295	2013-05-21	20:14:49	4889.8436	4889.9708	4892.7536	46302	33796
1294	2013-05-18	20:26:10	4886.8515	4886.9684	4889.7698	43745	31527
1293	2013-05-15	20:37:40	4883.8595	4884.0880	4886.7820	68968	30155
1292	2013-05-12	20:50:37	4880.8685	4881.0078	nan	49373	nan
1291	2013-05-09	21:03:55	4877.8777	4878.0225	4880.7935	50677	31839
1290	2013-05-06	21:17:13	4874.8870	4875.0093	4877.7980	45119	33324
1289	2013-05-03	21:30:29	4871.8962	4872.0584	4874.8119	54888	31964
1288	2013-04-30	21:45:08	4868.9064	4869.0447	4871.8128	49168	34448
1287	2013-04-27	21:58:29	4865.9156	4866.0642	4868.8333	51705	31423
1286	2013-04-24	22:10:03	4862.9236	4863.0402	4865.8360	43739	33397
1285	2013-04-21	22:20:02	4859.9306	4860.0522	4862.8598	45066	28663
1284	2013-04-18	22:31:22	4856.9385	4857.0679	4859.8627	47166	29953
1283	2013-04-15	22:44:04	4853.9473	4854.0770	4856.8707	47184	29795
1282	2013-04-12	22:56:32	4850.9559	4851.0933	4853.8787	49131	30115
1281	2013-04-09	23:09:54	4847.9652	4848.1034	4850.8832	49429	31351
1280	2013-04-06	23:21:53	4844.9735	4845.1141	4847.8933	49954	31106
1279	2013-04-03	23:35:34	4841.9830	4842.1377	4844.9026	53380	30911
1278	2013-03-31	23:48:51	4838.9923	4839.1491	4841.9086	53896	31941
1277	2013-03-29	00:00:08	4836.0001	4836.1705	4838.9054	57118	35696
1276	2013-03-26	00:10:13	4833.0071	4833.1585	4835.9323	52780	29998
1275	2013-03-23	00:20:14	4830.0141	4830.1804	4832.9383	56240	30250
1274	2013-03-20	00:31:49	4827.0221	4827.1824	4829.9451	54767	30330
1273	2013-03-17	00:44:22	4824.0308	4824.1795	4826.9547	51998	29895
1272	2013-03-14	00:58:49	4821.0409	4821.1797	4823.9664	49783	28983
1271	2013-03-11	01:10:31	4818.0490	4818.2098	4820.9732	55065	29848
1270	2013-03-08	01:23:54	4815.0583	4815.2038	4817.9866	51404	28150
1269	2013-03-05	01:36:43	4812.0672	4812.3050	4814.9916	71293	29497
1268	2013-03-02	01:48:34	4809.0754	4809.3224	4812.0001	73196	29824
1267	2013-02-27	01:58:13	4806.0821	4806.2447	4809.0151	55526	27566
1266	2013-02-24	02:08:54	4803.0895	4803.2407	4806.0208	52779	27868
1265	2013-02-21	02:20:58	4800.0979	4800.2627	4803.0287	55969	27761
1264	2013-02-18	02:33:42	4797.1067	4797.2354	4800.0380	47176	27391
1263	2013-02-15	02:45:35	4794.1150	4794.2600	4797.0509	51243	26107
1262	2013-02-12	02:59:32	4791.1247	4791.2785	4794.0517	53340	28477
1261	2013-02-09	03:12:36	4788.1338	4788.3383	4791.0616	64647	28508
1260	2013-02-06	03:26:02	4785.1431	4785.2860	4788.0726	50646	27763
1259	2013-02-03	03:38:07	4782.1515	4782.3597	4785.0792	65447	28744
1258	2013-01-31	03:48:13	4779.1585	4779.3626	4782.0853	64610	29431
1257	2013-01-28	03:58:29	4776.1656	4776.3409	4779.0912	58328	29812
1256	2013-01-25	04:09:40	4773.1734	4773.3467	4776.1000	57725	29255
1255	2013-01-22	04:22:36	4770.1824	4770.3364	4773.1073	53236	29504
1254	2013-01-19	04:35:44	4767.1915	4767.3542	4770.1179	55328	28976
1253	2013-01-16	04:48:28	4764.2003	4764.3927	4767.1269	62004	28965
1252	2013-01-13	05:01:46	4761.2096	4761.3201	4764.1332	42343	29735
1251	2013-01-10	05:15:49	4758.2193	4758.3346	4761.1541	43590	25985
1250	2013-01-07	05:27:33	4755.2275	4755.3458	4758.1621	44357	26565
1249	2013-01-04	05:38:08	4752.2348	4752.3573	4755.1707	45568	26544
1248	2013-01-01	05:47:56	4749.2416	4749.3779	4752.1760	48985	27131
1247	2012-12-29	06:00:00	4746.2500	4746.3817	4749.1788	47885	28479
1246	2012-12-26	06:14:15	4743.2599	4743.4017	4746.1921	50451	26785
1245	2012-12-23	06:25:31	4740.2677	4740.4469	4743.1985	59089	27843
1244	2012-12-20	06:38:42	4737.2769	4737.4678	4740.2021	61756	29362
1243	2012-12-17	06:52:09	4734.2862	4734.4828	4737.2132	63008	28685
1242	2012-12-14	07:06:36	4731.2963	4731.4196	4734.2255	45803	27648
1241	2012-12-11	07:19:47	4728.3054	4728.4552	4731.2380	52473	26897
1240	2012-12-08	07:30:41	4725.3130	4725.4516	4728.2465	49842	27151
1239	2012-12-05	07:41:08	4722.3202	4722.4599	4725.2511	50054	28079
1238	2012-12-02	07:52:59	4719.3285	4719.4670	4722.2589	49702	27967
1237	2012-11-29	08:07:02	4716.3382	4716.4871	4719.2724	52323	26315
1236	2012-11-26	08:20:25	4713.3475	4713.5091	4716.2756	55247	28334
1235	2012-11-23	08:34:27	4710.3573	4710.5299	4713.2872	57980	27790
1234	2012-11-20	08:47:30	4707.3663	4707.5251	4710.2952	54702	28193
1233	2012-11-17	09:02:17	4704.3766	4704.5529	4707.3092	58751	26701
1232	2012-11-14	09:16:20	4701.3863	4701.5362	4704.3113	52710	29344
1231	2012-11-11	09:28:02	4698.3945	4698.5418	4701.3386	52252	23572
1230	2012-11-08	09:38:06	4695.4015	4695.5509	4698.3330	52671	28042
1229	2012-11-05	09:50:05	4692.4098	4692.5615	4695.3415	53180	27708
1228	2012-11-02	10:04:14	4689.4196	4689.5830	4692.3496	55999	27801
1227	2012-10-30	10:17:44	4686.4290	4686.5635	4689.3630	48969	26529
1226	2012-10-27	10:31:09	4683.4383	4683.5692	4686.3693	48085	27681
1225	2012-10-24	10:46:02	4680.4486	4680.5809	4683.3819	48602	26628
1224	2012-10-21	10:59:31	4677.4580	4677.6201	4680.3896	55781	27327
1223	2012-10-18	11:13:52	4674.4680	4674.6228	4677.3947	54201	28799
1222	2012-10-15	11:25:29	4671.4760	4671.6403	4674.4037	56506	29048
1221	2012-10-12	11:35:54	4668.4833	4668.6361	4671.4165	53813	27535
1220	2012-10-09	11:47:21	4665.4912	4665.6402	4668.4244	52788	27353
1219	2012-10-06	12:00:36	4662.5004	4662.6234	4665.4350	46151	26535
1218	2012-10-03	12:14:40	4659.5102	4659.6562	4662.4447	52018	26434
1217	2012-09-30	12:28:50	4656.5200	4656.6323	4659.4512	43498	27510
1216	2012-09-27	12:41:54	4653.5291	4653.6600	4656.4626	48323	26869
1215	2012-09-24	12:57:05	4650.5396	4650.6807	4653.4703	50881	27391
1214	2012-09-21	13:10:01	4647.5486	4647.6822	4650.4758	48969	29034
1213	2012-09-18	13:21:23	4644.5565	4644.6851	4647.4896	47715	27517
1212	2012-09-15	13:32:05	4641.5640	4641.6884	4644.5026	46721	25911
1211	2012-09-12	13:43:44	4638.5720	4638.6948	4641.5063	46241	27045
1210	2012-09-09	13:56:41	4635.5810	4635.7123	4638.5128	48339	27527
1209	2012-09-06	14:11:02	4632.5910	4632.7109	4635.5230	45470	27218
1208	2012-09-03	14:24:28	4629.6003	4629.7209	4632.5362	45654	26028
1207	2012-08-31	14:37:00	4626.6090	4626.7625	4629.5492	53836	24809
1206	2012-08-28	14:50:54	4623.6187	4623.7618	4626.5440	51252	29480
1205	2012-08-25	15:04:51	4620.6284	4620.7411	4623.5561	43466	28708
1204	2012-08-22	15:17:11	4617.6369	4617.7645	4620.5720	47503	26621
1203	2012-08-19	15:26:34	4614.6435	4614.7600	4617.5744	44528	28578
1202	2012-08-16	15:36:17	4611.6502	4611.7623	4614.5854	43268	27226
1201	2012-08-13	15:49:50	4608.6596	4608.7806	4611.5908	45587	27622
1200	2012-08-10	16:03:47	4605.6693	4605.7989	4608.5995	47791	27850
1199	2012-08-07	16:18:00	4602.6792	4602.7968	4605.6081	44835	28259
1198	2012-08-04	16:30:37	4599.6879	4599.8120	4602.6199	46431	27445
1197	2012-08-01	16:44:33	4596.6976	4596.8267	4599.6253	47792	28649
1196	2012-07-29	16:58:50	4593.7075	4593.8282	4596.6346	45454	28603
1195	2012-07-26	17:11:53	4590.7166	4590.8551	4593.6506	50161	26826
1194	2012-07-23	17:21:09	4587.7230	4587.8441	4590.6521	45659	29221
1193	2012-07-20	17:32:14	4584.7307	4584.8352	4587.6500	41121	31996
1192	2012-07-17	17:45:18	4581.7398	4581.9136	4584.6563	58519	32395
1191	2012-07-14	17:59:27	4578.7496	4578.8565	4581.6816	41754	27033
1190	2012-07-11	18:11:49	4575.7582	4575.9040	4578.6854	51930	29133
1189	2012-07-08	18:23:46	4572.7665	4572.8813	4575.6951	43875	28681
1188	2012-07-05	18:38:25	4569.7767	4569.8977	4572.7031	45611	28950
1187	2012-07-02	18:52:41	4566.7866	4566.9068	4569.7038	45403	31803
1186	2012-06-29	19:04:59	4563.7951	4563.9218	4566.7184	47243	30368
1185	2012-06-26	19:14:45	4560.8019	4560.9242	4563.7322	45940	28619
1184	2012-06-23	19:26:00	4557.8097	4557.9412	4560.7415	48372	28021
1183	2012-06-20	19:38:51	4554.8186	4554.9774	4557.7425	55021	30128
1182	2012-06-17	18:06:34	4551.7546	nan	4554.7522	nan	29890
1181	2012-06-14	20:06:15	4548.8377	4548.9788	nan	50789	nan
1180	2012-06-11	20:19:55	4545.8472	4545.9636	4548.7725	44556	29543
1179	2012-06-08	20:34:04	4542.8570	4542.9915	4545.7865	49244	27976
1178	2012-06-05	20:48:34	4539.8671	4539.9790	4542.7897	43267	30104
1177	2012-06-02	21:02:13	4536.8766	4536.9871	4539.8057	42941	28301
1176	2012-05-30	21:12:30	4533.8837	4534.0082	4536.8207	46791	26537
1175	2012-05-27	21:23:59	4530.8917	4531.0301	4533.8252	50396	27350
1174	2012-05-24	21:36:37	4527.9004	nan	4530.8296	nan	28457
1173	2012-05-21	21:51:01	4524.9104	4525.0331	4527.8338	46301	30011
1172	2012-05-18	22:05:04	4521.9202	4522.0517	4524.8473	48719	28879
1171	2012-05-15	22:17:12	4518.9286	4519.0514	4521.8572	46399	28768
1170	2012-05-12	22:30:17	4515.9377	4516.0874	4518.8705	53117	27271
1169	2012-05-09	22:44:22	4512.9475	4513.0720	4515.8784	46763	27722
1168	2012-05-06	22:57:37	4509.9567	4510.0867	4512.8939	48401	25867
1167	2012-05-03	23:07:02	4506.9632	4507.0881	4509.8999	47000	26808
1166	2012-04-30	23:17:26	4503.9704	4504.1166	4506.9113	52378	25354
1165	2012-04-27	23:29:44	4500.9790	4501.1192	4503.9126	50879	27387
1164	2012-04-24	23:44:00	4497.9889	4498.1794	4500.9211	62718	27359
1163	2012-04-21	23:57:01	4494.9979	4495.1100	4497.9383	43661	24708
1162	2012-04-19	00:09:28	4492.0066	4492.1542	4494.9495	52843	24045
1161	2012-04-16	00:23:14	4489.0161	4489.1729	4491.9541	55093	25502
1160	2012-04-13	00:37:25	4486.0260	4486.1506	4488.9585	47104	27121
1159	2012-04-10	00:49:55	4483.0347	4483.1800	4485.9785	52336	23611
1158	2012-04-07	01:00:58	4480.0423	4480.2481	4482.9792	66170	26506
1157	2012-04-04	01:10:29	4477.0490	4477.1771	4479.9854	47960	26900
1156	2012-04-01	01:23:29	4474.0580	4474.1985	4476.9974	51187	25273
1155	2012-03-29	01:37:32	4471.0677	4471.2315	4474.0014	56772	26757
1154	2012-03-26	01:50:15	4468.0766	4468.2196	4471.0112	51723	26743
1153	2012-03-23	02:03:07	4465.0855	4465.2052	4468.0237	45682	25620
1152	2012-03-20	02:17:02	4462.0952	4462.3368	4465.0378	73215	23907
1151	2012-03-17	02:31:35	4459.1053	4459.3370	4462.0414	71238	25895
1150	2012-03-14	02:44:46	4456.1144	4456.4464	4459.0577	89171	23804
1149	2012-03-11	02:55:12	4453.1217	nan	nan	nan	nan
1148	2012-03-08	03:05:40	4450.1289	nan	nan	nan	nan
1147	2012-03-05	03:17:39	4447.1373	4447.3340	nan	63964	nan
1146	2012-03-02	03:31:23	4444.1468	4444.3173	4447.0868	58087	24803
1145	2012-02-28	03:45:26	4441.1566	4441.4858	4444.1006	88614	23325
1144	2012-02-25	03:58:09	4438.1654	4438.3610	4441.1040	63674	25494
1143	2012-02-22	04:12:15	4435.1752	4435.3666	4438.1120	62834	25800
1142	2012-02-19	04:25:52	4432.1846	4432.3362	4435.1242	53554	24785
1141	2012-02-16	04:39:49	4429.1943	4429.3973	4432.1414	65229	22297
1140	2012-02-13	04:51:36	4426.2025	4426.3821	4429.1437	60182	24755
1139	2012-02-10	05:02:21	4423.2100	4423.4015	4426.1491	62779	25729
1138	2012-02-07	05:14:36	4420.2185	4420.4096	4423.1571	62644	25553
1137	2012-02-04	05:28:39	4417.2282	4417.4027	4420.1705	58849	23781
1136	2012-02-01	05:43:30	4414.2385	4414.4022	4417.1777	56477	24705
1135	2012-01-29	05:56:40	4411.2477	nan	4414.1868	nan	25005
1134	2012-01-26	06:09:38	4408.2567	4408.4976	nan	72790	nan
1133	2012-01-23	06:24:06	4405.2667	nan	4408.2023	nan	25963
1132	2012-01-20	06:37:14	4402.2759	4402.4607	4405.2197	61151	23448
1131	2012-01-17	05:05:53	4399.2124	4399.4393	4402.2228	54496	25623
1130	2012-01-14	06:59:44	4396.2915	4396.4564	4399.2076	56767	33153
1129	2012-01-11	07:10:08	4393.2987	4393.4894	4396.2381	62464	25636
1128	2012-01-08	07:24:33	4390.3087	4390.4687	4393.2469	55577	25153
1127	2012-01-05	07:37:42	4387.3179	4387.4674	4390.2564	52983	25211
1126	2012-01-02	07:50:55	4384.3270	4384.4624	4387.2637	49504	26012
1125	2011-12-30	08:04:33	4381.3365	4381.4682	4384.2768	48632	24689
1124	2011-12-27	06:35:55	4378.2750	4378.4793	4381.2883	48943	23895
1123	2011-12-24	08:32:47	4375.3561	4375.4929	4378.2694	49962	33279
1122	2011-12-21	08:45:08	4372.3647	4372.5014	4375.3049	50091	24972
1121	2011-12-18	08:55:01	4369.3715	4369.5613	4372.3144	62445	24573
1120	2011-12-15	09:06:42	4366.3797	4366.5202	4369.3186	50962	25600
1119	2011-12-12	09:21:27	4363.3899	4363.5495	4366.3258	55601	25880
1118	2011-12-09	09:34:43	4360.3991	4360.5474	4363.3349	52970	26212
1117	2011-12-06	09:48:29	4357.4087	4357.5590	4360.3448	53483	25931
1116	2011-12-03	09:59:28	4354.4163	4354.5696	4357.3530	54090	26498
1115	2011-11-30	10:14:09	4351.4265	4351.5510	4354.3636	47001	25619
1114	2011-11-27	10:28:14	4348.4363	4348.5593	4351.3762	46692	24617
1113	2011-11-24	10:40:15	4345.4446	4345.5856	4348.3845	51264	25100
1112	2011-11-21	10:48:51	4342.4506	4342.5695	4345.3971	45560	23840
1111	2011-11-18	11:01:02	4339.4591	4339.5896	4342.4011	48648	24555
1110	2011-11-15	11:14:38	4336.4685	4336.5869	4339.4064	45522	25521
1109	2011-11-12	11:28:12	4333.4779	4333.6118	4336.4169	49551	25073
1108	2011-11-09	11:40:52	4330.4867	4330.6149	4333.4241	48091	25899
1107	2011-11-06	11:53:04	4327.4952	4327.6206	4330.4359	47313	24919
1106	2011-11-03	12:06:22	4324.5044	4324.6414	4327.4435	50252	25287
1105	2011-10-31	12:20:09	4321.5140	4321.6471	4324.4532	49291	25127
1104	2011-10-28	12:32:16	4318.5224	4318.6625	4321.4664	51148	23897
1103	2011-10-25	11:07:31	4315.4636	4315.6607	4318.4709	48871	25232
1102	2011-10-22	12:53:09	4312.5369	4312.6589	4315.4636	46513	30183
1101	2011-10-19	13:05:32	4309.5455	4309.6712	4312.4871	47328	24566
1100	2011-10-16	13:20:29	4306.5559	4306.6845	4309.4961	48266	24555
1099	2011-10-13	13:32:44	4303.5644	4303.6848	4306.5061	45973	24457
1098	2011-10-10	13:45:36	4300.5733	4300.6906	4303.5156	45196	24322
1097	2011-10-07	13:58:57	4297.5826	4297.7048	4300.5242	46415	24319
1096	2011-10-04	14:13:29	4294.5927	4294.7102	4297.5322	45294	24840
1095	2011-10-01	14:26:14	4291.6016	4291.7362	4294.5382	49811	26081
1094	2011-09-28	14:35:47	4288.6082	4288.7236	4291.5486	44613	25570
1093	2011-09-25	14:46:28	4285.6156	4285.7273	4288.5572	43522	25117
1092	2011-09-22	15:00:09	4282.6251	4282.7440	4285.5626	45431	25773
1091	2011-09-19	15:14:54	4279.6354	4279.7641	4282.5710	48091	26099
1090	2011-09-16	15:27:59	4276.6444	4276.7873	4279.5779	51603	27125
1089	2011-09-13	15:41:09	4273.6536	4273.7802	4276.5888	47478	26631
1088	2011-09-10	15:55:08	4270.6633	4270.7781	4273.5963	44329	27099
1087	2011-09-07	16:10:04	4267.6737	4267.8019	4270.6099	47920	25739
1086	2011-09-04	14:49:42	4264.6179	nan	4267.6144	nan	27599
1085	2011-09-01	16:33:53	4261.6902	4261.8122	nan	46236	nan
1084	2011-08-29	16:44:45	4258.6978	4258.8177	4261.6347	45615	26488
1083	2011-08-26	16:58:07	4255.7070	4255.8413	4258.6449	49232	25595
