Rev	Rev. Start	Perigee	Perig.IJD	Exit.IJD	Entrance.IJD	Exit	Entrance
1082	2011-08-23	17:13:06	4252.7174	4252.8309	4255.6502	43778	26941
1081	2011-08-20	17:27:26	4249.7274	4249.8545	4252.6599	47483	27148
1080	2011-08-17	17:39:49	4246.7360	4246.8529	4249.6686	44683	27475
1079	2011-08-14	17:54:00	4243.7458	4243.8543	4246.6783	42424	27207
1078	2011-08-11	18:09:13	4240.7564	4240.8888	4243.6888	48798	26845
1077	2011-08-08	18:22:10	4237.7654	4237.8913	4240.6928	47147	28935
1076	2011-08-05	18:32:57	4234.7729	4234.8572	4237.7055	35518	27778
1075	2011-08-02	18:44:35	4231.7810	4231.9146	4234.7153	49121	27081
1074	2011-07-30	18:57:06	4228.7897	4228.8896	4231.7216	39909	27594
1073	2011-07-27	19:13:01	4225.8007	4225.9349	4228.7257	49252	29232
1072	2011-07-24	19:26:22	4222.8100	4222.9300	4225.7394	45440	28142
1071	2011-07-21	17:55:34	4219.7469	nan	4222.7457	nan	29330
1070	2011-07-18	19:53:48	4216.8290	4216.9433	nan	43914	nan
1069	2011-07-15	20:08:40	4213.8394	4213.9653	4216.7711	47003	27204
1068	2011-07-12	20:21:57	4210.8486	4210.9928	4213.7745	51650	29464
1067	2011-07-09	20:33:45	4207.8568	4207.9788	4210.7868	46081	28551
1066	2011-07-06	20:44:49	4204.8645	4204.9846	4207.7983	45578	27396
1065	2011-07-03	20:57:15	4201.8731	4201.9867	4204.8075	43730	26892
1064	2011-06-30	21:12:18	4198.8835	4198.9970	4201.8204	43698	25487
1063	2011-06-27	21:26:55	4195.8937	4196.0298	4198.8183	49685	29630
1062	2011-06-24	21:40:34	4192.9032	4193.0423	4195.8334	50459	28015
1061	2011-06-21	21:54:59	4189.9132	4190.0258	4192.8383	43645	29544
1060	2011-06-18	22:09:15	4186.9231	4187.0489	4189.8551	47040	27154
1059	2011-06-15	22:22:20	4183.9322	4184.0671	4186.8670	49527	26671
1058	2011-06-12	22:33:27	4180.9399	4181.0514	4183.8725	43418	27772
1057	2011-06-09	22:43:32	4177.9469	4178.0694	4180.8826	46347	27003
1056	2011-06-06	22:55:32	4174.9552	4175.0909	4177.8942	49773	25487
1055	2011-06-03	23:08:37	4171.9643	4172.0987	4174.8983	49382	26780
1054	2011-05-31	23:21:41	4168.9734	4169.1118	4171.9038	50419	28064
1053	2011-05-28	23:34:07	4165.9820	4166.1009	4168.9148	45452	27495
1052	2011-05-25	23:46:44	4162.9908	4163.1164	4165.9321	47187	24458
1051	2011-05-22	23:59:54	4159.9999	4160.1239	4162.9361	46737	26123
1050	2011-05-20	00:13:34	4157.0094	4157.1424	4159.9448	49182	26324
1049	2011-05-17	00:22:30	4154.0156	4154.1404	4156.9517	46959	27146
1048	2011-05-14	00:32:44	4151.0227	4151.1524	4153.9642	48387	25194
1047	2011-05-11	00:42:52	4148.0298	4148.1621	4150.9663	48900	26661
1046	2011-05-08	00:56:11	4145.0390	4145.1781	4147.9787	50637	24999
1045	2011-05-05	01:10:08	4142.0487	4142.1998	4144.9837	53618	26356
1044	2011-05-02	01:20:51	4139.0561	4139.2351	4141.9927	60110	26590
1043	2011-04-29	01:32:20	4136.0641	4136.1953	4139.0048	48566	25018
1042	2011-04-26	01:45:32	4133.0733	4133.2180	4136.0110	51979	25685
1041	2011-04-23	01:57:52	4130.0819	4130.2173	4133.0180	49668	26375
1040	2011-04-20	02:08:43	4127.0894	4127.2717	4130.0288	60886	25652
1039	2011-04-17	02:16:56	4124.0951	4124.2424	4127.0379	52606	25021
1038	2011-04-14	02:27:31	4121.1024	4121.2502	4124.0429	52665	25389
1037	2011-04-11	02:40:52	4118.1117	4118.2745	4121.0486	56302	25907
1036	2011-04-08	02:52:58	4115.1201	4115.3185	4118.0572	64148	25962
1035	2011-04-05	03:05:00	4112.1285	4112.2969	4115.0665	57582	25821
1034	2011-04-02	03:17:11	4109.1369	4109.2977	4112.0730	55797	26352
1033	2011-03-30	03:29:30	4106.1455	4106.2671	4109.0902	45904	23241
1032	2011-03-27	03:42:38	4103.1546	4103.2937	4106.0964	50491	24212
1031	2011-03-24	03:53:18	4100.1620	4100.3137	4103.0985	53490	26462
1030	2011-03-21	04:03:03	4097.1688	4097.3185	4100.1072	52968	26176
1029	2011-03-18	04:14:42	4094.1769	4094.3247	4097.1169	52538	25221
1028	2011-03-15	04:28:44	4091.1866	4091.3443	4094.1199	54835	26740
1027	2011-03-12	04:43:12	4088.1967	4088.3825	4091.1285	61269	27089
1026	2011-03-09	04:55:49	4085.2054	4085.3913	4088.1462	61262	24474
1025	2011-03-06	05:07:50	4082.2138	4082.4200	4085.1511	65430	25787
1024	2011-03-03	05:21:30	4079.2233	4079.4344	4082.1543	66414	27656
1023	2011-02-28	05:34:47	4076.2325	4076.3808	4079.1694	52389	25769
1022	2011-02-25	05:46:57	4073.2409	4073.4066	4076.1761	56640	26573
1021	2011-02-22	05:56:21	4070.2475	4070.4300	4073.1826	60441	27078
1020	2011-02-19	06:06:07	4067.2542	4067.3949	4070.1913	50548	26380
1019	2011-02-16	06:20:01	4064.2639	4064.4197	4067.2018	54154	25103
1018	2011-02-13	06:34:16	4061.2738	4061.4283	4064.2108	53772	25302
1017	2011-02-10	06:47:53	4058.2833	4058.4894	4061.2167	65318	26750
1016	2011-02-07	06:59:49	4055.2915	4055.4480	4058.2229	54284	27809
1015	2011-02-04	07:13:32	4052.3011	4052.4534	4055.2331	53299	27088
1014	2011-02-01	07:26:17	4049.3099	4049.4315	4052.2457	45518	26057
1013	2011-01-29	07:38:16	4046.3182	4046.4561	4049.2600	49787	24386
1012	2011-01-26	06:13:43	4043.2595	nan	4046.2643	nan	25651
1011	2011-01-23	07:57:41	4040.3317	4040.4766	nan	51399	nan
1010	2011-01-20	08:12:18	4037.3419	4037.5066	4040.2732	56141	27264
1009	2011-01-17	08:26:52	4034.3520	4034.5120	4037.2842	55049	26918
1008	2011-01-14	08:40:48	4031.3617	4031.5267	4034.2934	56310	27213
1007	2011-01-11	08:53:32	4028.3705	4028.5545	4031.3051	60508	26498
1006	2011-01-08	09:07:57	4025.3805	4025.5621	4028.3104	59953	27754
1005	2011-01-05	09:22:51	4022.3909	4022.5259	4025.3248	49136	26294
1004	2011-01-02	09:35:16	4019.3995	4019.5317	4022.3339	48464	26554
1003	2010-12-30	09:45:20	4016.4065	4016.5413	4019.3449	49040	25846
1002	2010-12-27	09:56:43	4013.4144	4013.5490	4016.3527	49056	25725
1001	2010-12-24	10:09:39	4010.4234	4010.5498	4013.3562	46882	27037
1000	2010-12-21	10:24:34	4007.4337	4007.5625	4010.3658	47497	26892
0999	2010-12-18	10:37:57	4004.4430	4004.5957	4007.3782	53407	26231
0998	2010-12-15	10:51:43	4001.4526	4001.6000	4004.3842	52264	27426
0997	2010-12-12	11:04:45	3998.4616	3998.5945	4001.3926	48510	27609
0996	2010-12-09	11:18:32	3995.4712	3995.6138	3998.4030	50961	27323
0995	2010-12-06	11:31:06	3992.4799	3992.6006	3995.4136	45487	26997
0994	2010-12-03	11:41:16	3989.4870	3989.6099	3992.4252	46085	26026
0993	2010-11-30	11:51:49	3986.4943	3986.6280	3989.4302	48880	26730
0992	2010-11-27	12:04:08	3983.5029	3983.6387	3986.4366	49377	26955
0991	2010-11-24	12:18:20	3980.5127	3980.6496	3983.4407	49662	28383
0990	2010-11-21	12:31:46	3977.5221	3977.6519	3980.4524	47909	27768
0989	2010-11-18	12:44:14	3974.5307	3974.6617	3977.4611	48179	28001
0988	2010-11-15	12:56:52	3971.5395	3971.6798	3974.4682	50367	28470
0987	2010-11-12	13:11:00	3968.5493	3968.6849	3971.4782	49283	28219
0986	2010-11-09	13:23:36	3965.5581	3965.6779	3968.4829	45317	29736
0985	2010-11-06	13:34:05	3962.5653	3962.6892	3965.5012	46387	26596
0984	2010-11-03	13:44:30	3959.5726	3959.6856	3962.5061	43497	27394
0983	2010-10-31	13:56:37	3956.5810	3956.7085	3959.5144	47167	26972
0982	2010-10-28	14:10:57	3953.5909	3953.7317	3956.5206	50406	27757
0981	2010-10-25	14:24:52	3950.6006	3950.7336	3953.5282	48463	28610
0980	2010-10-22	14:37:59	3947.6097	3947.7266	3950.5346	44295	29687
0979	2010-10-19	14:52:08	3944.6195	3944.7380	3947.5499	44739	27603
0978	2010-10-16	15:06:11	3941.6293	3941.7461	3944.5590	44317	27707
0977	2010-10-13	15:18:02	3938.6375	3938.7596	3941.5695	45552	27437
0976	2010-10-10	13:54:02	3935.5792	nan	3938.5753	nan	28427
0975	2010-10-07	15:39:34	3932.6525	3932.7675	nan	43695	nan
0974	2010-10-04	15:52:57	3929.6618	3929.7879	3932.5928	46627	27500
0973	2010-10-01	16:07:02	3926.6716	3926.8063	3929.5950	48618	29593
0972	2010-09-28	16:22:12	3923.6821	3923.8125	3926.6067	47681	29167
0971	2010-09-25	16:34:26	3920.6906	3920.8212	3923.6156	47566	29507
0970	2010-09-22	16:49:01	3917.7007	3917.8232	3920.6249	45513	29389
0969	2010-09-19	17:03:04	3914.7105	3914.8301	3917.6379	44705	28319
0968	2010-09-16	17:16:57	3911.7201	3911.8287	3914.6438	41841	29588
0967	2010-09-13	17:27:45	3908.7276	3908.8459	3911.6528	44316	29710
0966	2010-09-10	17:38:50	3905.7353	3905.8650	3908.6633	47209	28943
0965	2010-09-07	17:52:12	3902.7446	3902.8637	3905.6684	44535	29745
0964	2010-09-04	18:07:21	3899.7551	3899.8865	3902.6788	47579	29200
0963	2010-09-01	18:22:27	3896.7656	3896.8804	3899.6850	43320	30589
0962	2010-08-29	18:36:04	3893.7751	3893.9131	3896.6937	49253	31116
0961	2010-08-26	18:49:55	3890.7847	3890.9124	3893.7014	46560	31640
0960	2010-08-23	19:05:10	3887.7953	3887.8998	3890.7091	40475	32269
0959	2010-08-20	19:19:10	3884.8050	3884.9213	3887.7288	43688	29403
0958	2010-08-17	19:31:31	3881.8136	3881.9291	3884.7371	43532	29838
0957	2010-08-14	19:42:58	3878.8215	3878.9534	3881.7440	47750	30358
0956	2010-08-11	19:54:40	3875.8296	3875.9504	3878.7468	44703	31883
0955	2010-08-08	20:10:10	3872.8404	3872.9837	3875.7586	50385	30878
0954	2010-08-05	20:25:59	3869.8514	3869.9748	3872.7624	45486	32948
0953	2010-08-02	20:39:51	3866.8610	3866.9863	3869.7827	45996	30057
0952	2010-07-30	18:56:27	3863.7892	nan	3866.7886	nan	31161
0951	2010-07-27	21:08:24	3860.8808	3861.0051	nan	45654	nan
0950	2010-07-24	21:21:52	3857.8902	3858.0066	3860.8054	43640	32113
0949	2010-07-21	21:33:41	3854.8984	3855.0170	3857.8223	44313	29850
0948	2010-07-18	21:44:21	3851.9058	3852.0393	3854.8321	48153	29329
0947	2010-07-15	21:55:42	3848.9137	3849.0422	3851.8327	46861	31392
0946	2010-07-12	22:09:27	3845.9232	3846.0456	3848.8445	45174	30162
0945	2010-07-09	22:24:14	3842.9335	3843.0616	3845.8549	46614	29977
0944	2010-07-06	22:37:40	3839.9428	3840.0798	3842.8655	48917	29966
0943	2010-07-03	22:51:07	3836.9522	3837.0840	3839.8702	47636	31327
0942	2010-06-30	23:04:37	3833.9615	3834.0914	3836.8802	47090	31085
0941	2010-06-27	23:17:28	3830.9705	3831.0994	3833.8937	46884	29850
0940	2010-06-24	23:29:22	3827.9787	3828.1043	3830.9002	46173	30668
0939	2010-06-21	23:38:57	3824.9854	3825.1202	3827.9070	48452	31012
0938	2010-06-18	23:49:43	3821.9929	3822.1273	3824.9142	48312	30931
0937	2010-06-16	00:02:50	3819.0020	3819.1190	3821.9198	43809	31479
0936	2010-06-13	00:17:07	3816.0119	3816.1419	3818.9373	47157	28910
0935	2010-06-10	00:30:19	3813.0211	3813.1573	3815.9412	48821	30783
0934	2010-06-07	00:42:24	3810.0294	3810.1620	3812.9491	47778	31071
0933	2010-06-04	00:55:39	3807.0386	3807.1620	3809.9632	45432	29414
0932	2010-06-01	01:08:57	3804.0479	3804.1900	3806.9787	50283	27434
0931	2010-05-29	01:19:17	3801.0551	3801.1691	3803.9835	43053	28688
0930	2010-05-26	01:29:03	3798.0618	3798.2024	3800.9962	49878	27086
0929	2010-05-23	01:39:11	3795.0689	3795.2098	3797.9958	49839	29297
0928	2010-05-20	01:52:00	3792.0778	3792.2035	3795.0006	45998	30048
0927	2010-05-17	02:06:16	3789.0877	3789.2320	3792.0187	50699	27110
0926	2010-05-14	00:30:10	3786.0209	3786.2396	3789.0215	50443	29271
0925	2010-05-11	02:30:43	3783.1047	3783.2758	3786.0147	56867	33958
0924	2010-05-08	02:43:46	3780.1137	3780.2598	3783.0386	51001	29278
0923	2010-05-05	02:55:51	3777.1221	3777.2834	3780.0495	54599	28657
0922	2010-05-02	03:06:43	3774.1297	3774.2701	3777.0556	49696	29366
0921	2010-04-29	03:15:49	3771.1360	3771.2832	3774.0634	51330	29246
0920	2010-04-26	03:25:46	3768.1429	3768.2841	3771.0731	49797	28205
0919	2010-04-23	03:37:37	3765.1511	3765.2696	3768.0762	43965	29374
0918	2010-04-20	03:51:32	3762.1608	3762.3014	3765.0941	49621	26386
0917	2010-04-17	04:03:22	3759.1690	3759.3226	3762.0947	52590	29052
0916	2010-04-14	04:15:59	3756.1778	3756.3179	3759.1021	49422	29472
0915	2010-04-11	04:28:29	3753.1865	3753.4208	3756.1093	69784	29750
0914	2010-04-08	04:41:01	3750.1952	3750.4069	3753.1146	65290	30864
0913	2010-04-05	04:52:17	3747.2030	3747.3582	3750.1280	52975	29408
0912	2010-04-02	05:01:21	3744.2093	3744.3867	3747.1388	57971	28476
0911	2010-03-30	05:10:48	3741.2158	3741.3557	3744.1452	49150	28493
0910	2010-03-27	05:22:17	3738.2238	3738.3492	3741.1509	45412	28735
0909	2010-03-24	05:36:24	3735.2336	3735.3721	3738.1598	48760	28501
0908	2010-03-21	05:48:24	3732.2419	3732.3813	3735.1628	48916	30434
0907	2010-03-18	06:00:29	3729.2503	3729.3960	3732.1735	50410	29804
0906	2010-03-15	06:12:43	3726.2588	3726.4120	3729.1829	52093	29426
0905	2010-03-12	06:25:23	3723.2676	3723.4346	3726.1831	55336	31929
0904	2010-03-09	06:36:43	3720.2755	3720.4100	3723.2002	47737	29394
0903	2010-03-06	06:45:32	3717.2816	3717.4208	3720.2063	48751	29849
0902	2010-03-03	06:55:40	3714.2887	3714.4173	3717.2098	46228	30811
0901	2010-02-28	07:06:28	3711.2962	3711.4324	3714.2219	47970	29137
0900	2010-02-25	07:20:17	3708.3058	3708.4436	3711.2236	48355	30906
0899	2010-02-22	07:33:21	3705.3148	3705.4632	3708.2345	50976	30500
0898	2010-02-19	07:44:37	3702.3227	3702.4693	3705.2411	50479	31154
0897	2010-02-16	07:57:45	3699.3318	3699.4777	3702.2501	50356	30883
0896	2010-02-13	08:09:36	3696.3400	3696.4902	3699.2676	51300	28274
0895	2010-02-10	08:20:10	3693.3473	3693.4870	3696.2690	48766	30406
0894	2010-02-07	08:30:03	3690.3542	3690.4822	3693.2764	45984	30477
0893	2010-02-04	08:38:50	3687.3603	3687.5120	3690.2837	51690	30256
0892	2010-02-01	08:49:14	3684.3675	3684.5044	3687.2845	48041	31876
0891	2010-01-29	09:03:02	3681.3771	3681.5129	3684.2943	47845	31150
0890	2010-01-26	09:15:26	3678.3857	3678.5253	3681.3033	48797	31192
0889	2010-01-23	09:26:52	3675.3937	3675.5386	3678.3131	50067	30917
0888	2010-01-20	09:38:30	3672.4017	3672.5491	3675.3220	50553	30631
0887	2010-01-17	09:50:42	3669.4102	3669.5549	3672.3291	50030	30972
0886	2010-01-14	10:01:16	3666.4176	3666.5667	3669.3313	51159	32719
0885	2010-01-11	10:10:41	3663.4241	3663.5031	3666.3397	32890	32418
0884	2010-01-08	10:18:30	3660.4295	3660.5220	3663.3699	36527	25269
0883	2010-01-05	10:28:41	3657.4366	3657.5366	3660.3707	38612	26842
0882	2010-01-02	10:40:53	3654.4451	3654.5629	3657.3739	43290	27977
0881	2009-12-30	10:53:49	3651.4541	3651.4499	3654.3750	12553	30215
0880	2009-12-27	11:04:47	3648.4617	3648.5734	3651.3834	41763	30366
0879	2009-12-24	11:16:31	3645.4698	3645.5747	3648.3976	39916	28369
0878	2009-12-21	11:27:52	3642.4777	3642.5909	3645.4049	42097	28635
0877	2009-12-18	11:38:24	3639.4850	3639.5964	3642.4100	41709	29501
0876	2009-12-15	11:47:26	3636.4913	3636.6111	3639.4175	44004	29401
0875	2009-12-12	11:55:31	3633.4969	3633.6117	3636.4217	42669	29955
0874	2009-12-09	12:04:52	3630.5034	3630.6190	3633.4252	42772	30579
0873	2009-12-06	12:17:06	3627.5119	3627.6249	3630.4308	42092	30884
0872	2009-12-03	12:30:00	3624.5208	3624.6550	3627.4413	47534	30251
0871	2009-11-30	12:40:29	3621.5281	3621.6620	3624.4406	47369	33000
0870	2009-11-27	12:52:30	3618.5365	3618.6711	3621.4504	47543	32374
0869	2009-11-24	13:03:46	3615.5443	3615.6689	3618.4580	44969	32482
0868	2009-11-21	13:14:13	3612.5515	3612.6778	3615.4636	45397	33215
0867	2009-11-18	13:22:58	3609.5576	3609.6823	3612.4816	44964	30122
0866	2009-11-15	13:31:56	3606.5638	3606.6753	3609.4811	41624	32081
0865	2009-11-12	13:41:53	3603.5708	3603.7010	3606.4916	46410	30708
0864	2009-11-09	13:53:02	3600.5785	3600.7026	3603.4893	44684	33250
0863	2009-11-06	14:06:07	3597.5876	3597.7235	3600.4995	47699	32695
0862	2009-11-03	14:17:21	3594.5954	3594.7367	3597.5017	48981	34550
0861	2009-10-31	14:29:33	3591.6039	3591.7394	3594.5054	47518	35657
0860	2009-10-28	14:41:47	3588.6124	3588.7471	3591.5148	47292	35356
0859	2009-10-25	14:53:13	3585.6203	3585.7546	3588.5257	47241	34713
0858	2009-10-22	15:03:05	3582.6271	3582.7478	3585.5391	43802	33111
0857	2009-10-19	15:11:39	3579.6331	3579.7381	3582.5524	39616	31300
0856	2009-10-16	15:22:32	3576.6407	3576.7374	3579.5650	37459	29479
0855	2009-10-13	15:35:18	3573.6495	3573.7562	3576.5734	40107	29067
0854	2009-10-10	15:48:22	3570.6586	3570.7790	3573.5762	43572	30762
0853	2009-10-07	15:59:56	3567.6666	3567.7924	3570.5795	44810	32490
0852	2009-10-04	16:12:30	3564.6753	3564.7947	3567.5823	43151	34055
0851	2009-10-01	16:25:44	3561.6845	3561.8100	3564.5892	44680	34497
0850	2009-09-28	16:38:15	3558.6932	3558.8182	3561.6003	44680	33913
0849	2009-09-25	16:48:08	3555.7001	3555.8316	3558.6025	46192	35617
0848	2009-09-22	16:57:53	3552.7069	3552.8388	3555.6076	46280	36220
0847	2009-09-19	17:08:38	3549.7143	3549.8501	3552.6187	47227	34995
0846	2009-09-16	17:21:22	3546.7232	3546.8498	3549.6250	44938	35214
0845	2009-09-13	17:35:36	3543.7331	3543.8462	3546.6355	41604	34743
0844	2009-09-10	17:47:28	3540.7413	3540.8715	3543.6460	45751	34534
0843	2009-09-07	17:59:51	3537.7499	3537.8869	3540.6529	47339	34987
0842	2009-09-04	18:13:36	3534.7595	3534.8923	3537.6537	46417	37120
0841	2009-09-01	18:24:58	3531.7673	3531.9083	3534.6711	48278	34880
0840	2009-08-29	18:36:19	3528.7752	3528.9019	3531.6676	44969	38081
0839	2009-08-26	18:45:55	3525.7819	3525.9129	3528.6865	46012	34996
0838	2009-08-23	18:56:01	3522.7889	3522.9340	3525.6910	49350	35588
0837	2009-08-20	19:07:45	3519.7971	3519.9361	3522.6887	47833	38062
0836	2009-08-17	19:21:30	3516.8066	3516.9348	3519.6996	45178	37351
0835	2009-08-14	19:34:35	3513.8157	3513.9460	3516.7136	45834	36213
0834	2009-08-11	19:46:58	3510.8243	3510.9509	3513.7254	44890	35362
0833	2009-08-08	19:59:54	3507.8333	3507.9695	3510.7248	47176	37825
0832	2009-08-05	20:11:55	3504.8416	3504.9780	3507.7388	47230	36530
0831	2009-08-02	20:23:01	3501.8493	3501.9760	3504.7444	44976	37316
0830	2009-07-30	20:32:23	3498.8558	3498.9952	3501.7534	47990	36890
0829	2009-07-27	20:42:23	3495.8628	3496.0035	3498.7527	48282	38907
0828	2009-07-24	20:54:31	3492.8712	3493.0146	3495.7605	48936	38665
0827	2009-07-21	21:07:49	3489.8804	3490.0041	3492.7654	44048	39506
0826	2009-07-18	21:21:11	3486.8897	3487.0376	3489.7918	49973	35051
0825	2009-07-15	21:33:26	3483.8982	3484.0390	3486.7870	48206	38772
0824	2009-07-12	21:46:32	3480.9073	3481.0474	3483.8003	48007	37554
0823	2009-07-09	21:59:04	3477.9160	3478.0405	3480.8135	44271	36465
0822	2009-07-06	22:10:39	3474.9241	3475.0633	3477.8261	48044	35403
0821	2009-07-03	22:20:03	3471.9306	3472.0738	3474.8331	48927	35558
0820	2009-06-30	22:30:18	3468.9377	3469.0856	3471.8311	50059	37937
0819	2009-06-27	22:41:28	3465.9455	3466.0976	3468.8450	50930	36034
0818	2009-06-24	22:54:47	3462.9547	3463.0471	3465.8541	35925	35718
0817	2009-06-21	23:08:10	3459.9640	3460.0776	3462.8896	41547	28467
0816	2009-06-18	23:21:02	3456.9730	3457.0886	3459.8883	42133	31450
0815	2009-06-15	23:33:46	3453.9818	3454.1012	3456.8917	42966	32857
0814	2009-06-12	23:45:43	3450.9901	3451.1162	3453.9009	44635	32854
0813	2009-06-09	23:56:40	3447.9977	3448.1270	3450.9052	45494	34000
0812	2009-06-07	00:06:26	3445.0045	3445.1365	3447.9121	46129	34159
0811	2009-06-04	00:16:22	3442.0114	3442.1433	3444.9226	46012	33157
0810	2009-06-01	00:28:34	3439.0198	3439.1537	3441.9275	46543	33710
0809	2009-05-29	00:42:18	3436.0294	3436.1535	3438.9324	44167	34544
0808	2009-05-26	00:55:41	3433.0387	3433.1782	3435.9477	47899	32911
0807	2009-05-23	01:08:05	3430.0473	3430.1818	3432.9498	46586	34916
0806	2009-05-20	01:22:11	3427.0571	3427.1977	3429.9617	48072	34053
0805	2009-05-17	01:34:58	3424.0660	3424.2053	3426.9673	47784	35081
0804	2009-05-14	01:46:19	3421.0738	3421.2398	3423.9430	53917	43678
0803	2009-05-11	01:56:38	3418.0810	3418.2482	3420.9767	54175	37054
0802	2009-05-08	02:06:47	3415.0880	3415.2747	3417.9872	58326	36160
0801	2009-05-05	02:17:52	3412.0957	3412.0917	3415.0073	14602	32619
0800	2009-05-02	02:32:15	3409.1057	3409.2402	3412.0082	46422	34571
0799	2009-04-29	02:46:20	3406.1155	3406.2598	3409.0181	48764	34497
0798	2009-04-26	02:59:21	3403.1246	3403.2644	3406.0223	47716	35958
0797	2009-04-23	03:12:35	3400.1337	3400.2873	3403.0341	50725	35159
0796	2009-04-20	03:25:45	3397.1429	3397.3208	3400.0369	56105	36941
0795	2009-04-17	03:38:16	3394.1516	3394.3008	3397.0529	49844	35161
0794	2009-04-14	03:48:21	3391.1586	3391.3878	3394.0642	66624	34355
0793	2009-04-11	03:58:20	3388.1655	3388.3461	3391.0621	56624	36817
0792	2009-04-08	04:10:48	3385.1742	3385.3152	3388.0627	47786	38480
0791	2009-04-05	04:24:07	3382.1834	3382.3485	3385.0799	53138	36096
0790	2009-04-02	04:38:37	3379.1935	3379.3444	3382.0918	50001	35533
0789	2009-03-30	04:51:40	3376.2026	3376.3718	3379.0989	54082	36261
0788	2009-03-27	05:05:52	3373.2124	3373.3703	3376.1051	51553	36955
0787	2009-03-24	05:19:21	3370.2218	3370.3708	3373.1133	49523	37326
0786	2009-03-21	05:31:05	3367.2299	3367.3838	3370.1285	50591	35827
0785	2009-03-18	05:42:17	3364.2377	3364.4007	3367.1327	52694	36931
0784	2009-03-15	05:52:48	3361.2450	3361.4649	3364.1349	64498	38326
0783	2009-03-12	06:04:56	3358.2534	3358.4126	3361.1468	51740	37186
0782	2009-03-09	06:19:01	3355.2632	3355.4223	3358.1620	51688	35339
0781	2009-03-06	06:33:22	3352.2732	3352.4322	3355.1607	51691	38210
0780	2009-03-03	06:46:32	3349.2823	3349.4619	3352.1678	56200	38984
0779	2009-02-28	07:00:00	3346.2917	3346.4559	3349.1775	52775	38797
0778	2009-02-25	07:13:53	3343.3013	3343.4600	3346.1915	51581	37651
0777	2009-02-22	07:26:11	3340.3099	3340.4734	3343.2026	52745	37239
0776	2009-02-19	07:36:40	3337.3171	3337.4798	3340.2125	52563	36899
0775	2009-02-16	07:47:23	3334.3246	3334.5066	3337.2062	56805	40375
0774	2009-02-13	07:58:13	3331.3321	3331.4789	3334.2158	48893	39749
0773	2009-02-10	08:12:17	3328.3419	3328.4944	3331.2284	50284	38542
0772	2009-02-07	08:26:22	3325.3517	3325.5067	3328.2340	50835	39468
0771	2009-02-04	08:39:04	3322.3605	3322.5158	3325.2438	50843	39564
0770	2009-02-01	08:53:14	3319.3703	3319.5209	3322.2688	49799	35457
0769	2009-01-29	09:06:52	3316.3798	3316.5311	3319.2647	49978	38968
0768	2009-01-26	09:19:05	3313.3883	3313.5149	3316.2776	44259	38103
0767	2009-01-23	09:29:49	3310.3957	3310.5339	3313.2888	47059	37417
0766	2009-01-20	09:39:56	3307.4027	3307.5490	3310.2909	48944	38776
0765	2009-01-17	09:50:19	3304.4099	3304.5413	3307.2965	45339	39125
0764	2009-01-14	10:02:34	3301.4185	3301.5438	3304.3104	43824	37456
0763	2009-01-11	10:17:01	3298.4285	3298.5700	3301.3160	47713	38252
0762	2009-01-08	10:30:00	3295.4375	3295.5870	3298.3238	49546	38807
0761	2009-01-05	10:43:33	3292.4469	3292.6009	3295.3280	50558	40035
0760	2009-01-02	10:57:41	3289.4567	3289.6089	3292.3370	50219	40082
0759	2008-12-30	11:09:08	3286.4647	3286.6084	3289.3440	48199	40703
0758	2008-12-27	11:20:37	3283.4727	3283.6238	3286.3504	50063	41266
0757	2008-12-24	11:30:11	3280.4793	3280.6237	3283.3552	48372	41901
0756	2008-12-21	11:41:08	3277.4869	3277.6185	3280.3685	45302	40371
0755	2008-12-18	11:53:48	3274.4957	3274.6358	3277.3838	47285	38395
0754	2008-12-15	12:08:10	3271.5057	3271.6497	3274.3867	48268	39854
0753	2008-12-12	12:21:28	3268.5149	3268.6513	3271.3881	46520	41901
0752	2008-12-09	12:34:37	3265.5240	3265.6769	3268.4013	50226	40890
0751	2008-12-06	12:48:28	3262.5337	3262.6770	3265.4014	48076	43109
0750	2008-12-03	12:59:41	3259.5415	3259.6826	3262.4175	47487	41467
0749	2008-11-30	13:10:29	3256.5490	3256.6930	3259.4210	48271	42634
0748	2008-11-27	13:20:07	3253.5556	3253.7008	3256.4202	48491	44512
0747	2008-11-24	13:30:00	3250.5625	3250.6972	3253.4363	45954	42219
0746	2008-11-21	13:41:31	3247.5705	3247.7080	3250.4475	46525	41159
0745	2008-11-18	13:55:00	3244.5799	3244.7212	3247.4552	47472	41220
0744	2008-11-15	14:07:22	3241.5885	3241.7312	3244.4566	47725	43082
0743	2008-11-12	14:19:44	3238.5970	3238.7335	3241.4678	46154	42515
0742	2008-11-09	14:34:00	3235.6069	3235.7551	3238.4671	48937	44734
0741	2008-11-06	14:46:11	3232.6154	3232.7540	3235.3801	46766	65276
0740	2008-11-03	14:56:28	3229.6226	3229.7649	3232.4881	47624	43978
0739	2008-10-31	15:05:52	3226.6291	3226.7693	3229.4978	47040	43376
0738	2008-10-28	15:16:33	3223.6365	3223.7564	3226.3976	42236	66206
0737	2008-10-25	15:28:08	3220.6445	3220.7774	3223.5187	45202	41663
0736	2008-10-22	15:41:28	3217.6538	3217.7902	3220.5229	45996	42619
0735	2008-10-19	15:54:31	3214.6629	3214.8069	3217.5265	47760	43989
0734	2008-10-16	16:07:56	3211.6722	3211.8108	3214.4659	46554	59282
